"fromdate","todate","hours","total","ave_freq","ave_ccgt","ave_oil","ave_coal","ave_nuclear","ave_wind","ave_ps","ave_npshyd","ave_ocgt","ave_other","ave_biomass","ave_intfr","ave_intirl","ave_intned","ave_intew","ave_intnem","ave_solar","min_freq","min_ccgt","min_oil","min_coal","min_nuclear","min_wind","min_ps","min_npshyd","min_ocgt","min_other","min_biomass","min_intfr","min_intirl","min_intned","min_intew","min_intnem","min_solar","max_freq","max_ccgt","max_oil","max_coal","max_nuclear","max_wind","max_ps","max_npshyd","max_ocgt","max_other","max_biomass","max_intfr","max_intirl","max_intned","max_intew","max_intnem","max_solar","samples_freq","samples_ccgt","samples_oil","samples_coal","samples_nuclear","samples_wind","samples_ps","samples_npshyd","samples_ocgt","samples_other","samples_biomass","samples_intfr","samples_intirl","samples_intned","samples_intew","samples_intnem","samples_solar","source_freq","source_ccgt","source_oil","source_coal","source_nuclear","source_wind","source_ps","source_npshyd","source_ocgt","source_other","source_biomass","source_intfr","source_intirl","source_intned","source_intew","source_intnem","source_solar"
"2019-06-11 00:00:00","2019-06-12 00:00:00",24,29299.9577,49.9987019,12420.8229,0.0000,59.5799,4565.9306,6215.5625,283.2847,290.0486,32.4236,34.0694,2359.9201,1212.9306,113.9375,-89.3264,417.3333,431.0833,952.3571,49.760,5169,0,0,4525,4779,0,98,0,9,2242,696,16,-876,210,0,0,50.240,16776,0,431,4631,6945,1039,673,289,75,2412,1998,142,706,504,1000,2480,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,252,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-12 00:00:00","2019-06-13 00:00:00",24,30558.5758,49.9878309,13143.7014,0.0000,130.8681,4218.4965,6257.0347,189.6458,186.6111,59.2674,44.4097,2317.3785,1530.2569,4.3056,378.8472,419.6319,678.2917,999.8293,49.649,5334,0,0,3700,5493,0,73,0,26,2262,650,-4,-688,22,-746,0,50.195,17659,0,478,4551,6932,1212,474,291,106,2354,2000,16,1000,504,1000,2490,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,246,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-13 00:00:00","2019-06-14 00:00:00",24,31036.4583,49.9845720,13820.6146,0.0000,109.3403,3761.4410,6327.0972,186.8993,192.8160,60.9410,105.6597,2329.9965,1548.4167,0.0000,530.7569,212.2083,748.9375,1101.3333,49.757,6472,0,0,3702,3231,0,54,0,99,2250,-394,0,-476,-252,0,0,50.185,18816,0,401,3918,8520,1231,645,283,135,2382,1998,0,1002,504,1000,2790,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,270,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-14 00:00:00","2019-06-15 00:00:00",24,30664.3714,50.0227314,14458.3368,0.0000,37.6597,3944.6840,4086.5729,132.4583,183.2118,71.7917,106.5868,2362.1076,1889.5903,0.0000,565.6181,-243.4097,822.1875,2246.9756,49.789,8793,0,0,3901,2790,0,30,0,97,2315,1556,0,-514,-536,668,0,50.196,17685,0,279,3984,6062,1234,501,289,156,2392,2000,0,1058,200,1000,6010,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,246,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-15 00:00:00","2019-06-16 00:00:00",24,27000.7515,49.9973491,10831.8472,0.0000,125.3681,3962.2188,3912.4549,106.4826,152.9201,1.5521,108.1979,2312.8576,1691.2847,0.0000,808.8889,95.2222,749.5278,2141.9286,49.807,7948,0,0,3948,3036,0,24,0,99,1727,1258,0,348,-210,538,0,50.211,13119,0,433,3977,5479,894,557,7,172,2408,1998,0,1000,374,948,4940,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,252,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-16 00:00:00","2019-06-17 00:00:00",24,25812.7833,50.0130615,9011.3819,0.0000,53.5451,4413.3194,4848.9271,113.0382,117.4965,0.1597,106.2917,1699.5486,1378.4583,0.0000,672.1736,353.2708,696.5139,2348.6585,49.803,4863,0,0,3957,2535,0,23,0,99,1214,-192,0,160,14,398,0,50.200,11438,0,234,4696,8009,897,282,4,146,1754,1900,0,952,504,854,6330,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,246,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-17 00:00:00","2019-06-18 00:00:00",24,29105.2652,49.9895863,10990.6667,0.0000,115.9097,4845.6701,6334.1250,128.2500,120.0729,78.6146,107.4167,1656.7118,1011.2431,0.0000,223.4861,220.0556,809.7014,2463.3415,49.807,4624,0,0,4649,3755,0,0,0,94,1240,756,0,-1026,-358,666,0,50.184,16352,0,591,4919,8435,1143,301,468,156,1753,1368,0,1058,504,1000,5690,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,246,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-18 00:00:00","2019-06-19 00:00:00",24,30614.9862,49.9867958,16080.7917,0.0000,0.0000,4860.9931,3343.9965,193.0208,166.8438,74.1424,107.3889,1689.5313,949.7361,-0.0417,564.4097,-257.5139,907.8542,1933.8333,49.793,7995,0,0,4702,1870,0,24,0,97,1632,754,-2,-984,-536,608,0,50.249,21136,0,0,4922,4662,1650,564,283,148,1736,1004,0,1058,404,1000,5060,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,252,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-19 00:00:00","2019-06-20 00:00:00",24,30676.02,49.9994870,18016.4514,0.0000,60.6563,4296.6007,1586.8819,290.8403,178.8472,124.4618,108.3681,1642.3542,972.3819,0.0000,676.6806,-27.7222,913.4861,1835.7317,49.804,11505,0,0,3501,1028,0,44,0,99,1594,806,0,-340,-536,740,0,50.197,21566,0,276,4731,2234,1118,554,275,535,1665,1004,0,1060,468,1000,4430,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,246,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-20 00:00:00","2019-06-21 00:00:00",24,29605.7849,50.0047908,13902.4896,0.0000,82.4583,4106.1771,3844.8681,204.9410,249.8438,115.6042,107.9583,1663.3785,936.3403,-8.5486,910.2847,55.6806,808.0764,2626.2326,49.539,10376,0,0,3995,2114,0,67,0,98,1548,756,-178,558,-456,626,0,50.249,16445,0,411,4203,5323,1174,651,298,152,1722,1004,16,1060,412,938,6130,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,258,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-21 00:00:00","2019-06-22 00:00:00",24,29397.7454,50.0029615,15403.2396,0.0000,134.1250,4118.4792,2441.7361,109.6389,206.6250,3.1250,106.6979,1751.0174,941.8611,-100.0278,722.0833,-94.0417,844.5694,2808.6170,49.807,10432,0,0,3994,748,0,93,0,99,1669,754,-414,-904,-492,676,0,50.196,18565,0,503,4194,3489,744,593,65,172,1812,1004,298,1060,156,1000,7270,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,282,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-22 00:00:00","2019-06-23 00:00:00",24,26658.2894,50.0031688,12071.4618,0.0000,219.3611,4158.2569,1527.7813,59.1111,273.0938,108.0625,105.4028,1762.3229,875.3819,256.7500,875.1042,250.6250,811.0625,3304.5116,49.822,9291,0,0,4008,739,0,120,0,99,1722,686,46,692,0,668,0,50.195,14250,0,483,4192,2369,548,665,297,122,1778,1004,298,1002,504,996,8090,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,258,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-23 00:00:00","2019-06-24 00:00:00",24,25493.6371,50.0002465,10024.3542,0.0000,131.2951,4170.6632,4474.7847,59.3715,252.8368,11.7014,104.8924,1710.7674,860.9931,175.7917,678.3333,374.3333,736.0417,1727.4773,49.816,6506,0,0,4154,2126,0,139,0,99,1553,556,-32,-144,0,668,0,50.184,12629,0,337,4186,6728,595,397,172,171,1742,1004,190,980,504,888,5450,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,264,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-24 00:00:00","2019-06-25 00:00:00",24,30206.4668,49.9967457,16485.4757,0.0000,302.9861,4180.5243,2950.7222,445.1285,314.3576,77.2986,105.4653,1696.2674,880.5278,-205.7986,651.7639,-204.2500,887.7361,1638.2619,49.794,6637,0,0,4008,1235,0,146,0,75,1404,352,-414,-448,-536,668,0,50.208,20630,0,628,4281,6127,1318,699,280,173,1739,1004,166,1060,146,1000,4010,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,252,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-25 00:00:00","2019-06-26 00:00:00",24,30236.655,50.0023531,16924.7014,1.9097,203.2396,4220.0764,3617.8576,282.6458,267.1319,5.3542,82.9722,1726.4757,967.0139,-287.5903,353.5625,-195.4167,843.3264,1223.3947,49.789,5850,0,0,577,1528,0,129,0,0,1504,802,-414,-1012,-536,154,0,50.190,20534,103,544,4342,5175,1576,1434,290,168,2799,1004,74,1026,60,1000,2860,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,228,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-26 00:00:00","2019-06-27 00:00:00",24,30357.2883,49.9993918,15898.7153,0.0000,0.0000,4314.5764,3656.0625,212.0903,207.2604,94.6875,85.5833,1684.6736,939.4167,62.3472,405.6042,105.9306,708.3403,1982.0000,49.780,10198,0,0,4298,2511,0,82,0,76,1409,702,-414,-706,-220,0,0,50.185,19882,0,0,4335,4658,1137,474,300,164,1754,1004,298,1000,504,1000,5270,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,240,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-27 00:00:00","2019-06-28 00:00:00",24,30164.9052,49.9988425,13329.3993,0.0000,0.0000,4322.4063,3583.0174,117.4444,173.0382,24.2708,84.8333,1702.7049,945.4375,236.9583,815.1319,302.3194,782.7292,3745.2143,49.820,7990,0,0,4303,2389,0,78,0,76,1641,706,-116,206,0,0,0,50.192,16758,0,0,4348,5563,891,401,284,169,1750,1004,298,1060,504,986,9220,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,252,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-28 00:00:00","2019-06-29 00:00:00",24,28763.9519,49.9946939,11982.1424,0.0000,0.0000,4484.3646,4654.2639,102.4375,189.8021,3.4514,82.9965,1876.3160,1055.0903,146.0486,131.3333,189.3333,605.1111,3261.2609,49.784,6754,0,0,4328,3933,0,81,0,76,1506,704,-186,-768,0,-288,0,50.223,15681,0,0,4622,5742,744,411,10,155,2277,1998,298,850,504,938,9250,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,276,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-29 00:00:00","2019-06-30 00:00:00",24,26975.4759,49.9897955,10411.8576,0.0000,0.0000,4632.6424,3171.2326,248.9167,279.0486,2.5417,83.2604,2144.6111,1467.3611,30.4444,602.8819,141.2500,718.8819,3040.5455,49.779,4733,0,0,4594,1660,0,76,0,76,1989,910,-414,-254,-178,668,0,50.234,13071,0,0,4674,6456,1314,630,10,168,2239,1998,262,1002,504,838,8190,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,264,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-06-30 00:00:00","2019-07-01 00:00:00",24,25209.0591,50.0118601,4553.6250,0.0000,0.0000,4669.8507,8435.1910,171.0243,141.2431,0.3576,82.4479,1997.1458,1068.0764,137.9653,234.6111,310.2014,638.1528,2769.1667,49.729,3295,0,0,4652,6319,0,68,0,77,1116,-356,-66,-432,-160,0,0,50.253,6218,0,0,4690,9295,1109,251,4,110,2234,1702,180,850,504,718,6590,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,252,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-01 00:00:00","2019-07-02 00:00:00",24,28025.8032,49.9939184,8472.0660,0.0000,0.0000,4772.9792,8124.2639,234.2917,170.6285,4.7674,85.0903,1940.8576,1370.5625,-61.1319,402.3125,142.0208,-30.7917,2397.8864,49.663,3994,0,0,4656,3281,0,82,0,76,1178,-368,-414,-708,-298,-686,0,50.179,12825,0,0,4890,10403,1028,337,38,156,2217,2000,288,1060,504,914,6350,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,264,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-02 00:00:00","2019-07-03 00:00:00",24,29741.6875,50.0000351,13905.7049,0.0000,0.0000,4768.1528,3719.0417,96.9722,198.9792,4.9549,84.2813,2099.1667,1894.3264,-254.6042,956.4792,-286.6806,0.0000,2554.9130,49.810,7624,0,0,4710,2697,0,125,0,76,1563,1602,-456,802,-536,0,0,50.199,17600,0,0,4849,4774,730,485,44,131,2169,2000,288,1060,36,0,6040,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,276,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-03 00:00:00","2019-07-04 00:00:00",24,30929.2425,50.0038757,15673.4722,0.0000,0.0000,4639.2153,2624.9410,158.9931,193.2500,11.1111,86.4931,2068.4722,1733.4861,-343.5833,892.0000,-303.2083,0.0000,3494.6000,49.648,9899,0,0,4434,1562,0,102,0,76,1498,1004,-456,-362,-536,0,0,50.183,19122,0,0,4901,4025,892,473,876,153,2170,2000,56,1060,12,0,7600,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,240,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-04 00:00:00","2019-07-05 00:00:00",24,29913.8949,50.0087700,13363.9618,0.0000,0.0000,4772.2535,4179.7778,155.1458,176.5729,15.0625,88.7083,1388.3438,1921.3333,-319.1875,927.0417,-246.0000,0.0000,3490.8810,49.706,8906,0,0,4712,2379,0,78,0,77,846,1702,-456,0,-536,0,0,50.170,16888,0,0,4793,5496,1181,362,190,164,1543,2000,72,1060,12,0,8890,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,252,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-05 00:00:00","2019-07-06 00:00:00",24,29217.4935,50.0001241,13636.2014,0.0000,0.0000,4704.0625,3473.1007,142.3993,181.0347,1.5833,85.7361,1611.2917,1887.7917,-196.4792,853.9583,-160.7917,0.0000,2997.6047,49.732,7395,0,0,4451,1719,0,73,0,77,1499,1406,-456,0,-536,0,0,50.190,17565,0,0,4873,5515,783,377,6,160,2180,2000,158,1060,176,0,7670,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,258,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-06 00:00:00","2019-07-07 00:00:00",24,26490.1817,49.9929049,12590.7778,0.0000,0.0000,4880.2882,2907.9201,144.3854,241.9028,2.0590,84.2361,1568.7847,1798.2083,-303.5625,815.2917,-205.0417,0.0000,1964.9318,49.808,6712,0,0,4637,1477,0,77,0,77,1477,1094,-456,198,-536,0,0,50.227,16306,0,0,5052,5513,641,663,6,168,1639,2002,102,1002,0,0,4970,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,264,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-07 00:00:00","2019-07-08 00:00:00",24,26316.6638,49.9992453,12718.0104,0.0000,0.0000,4905.0521,1629.2222,144.3368,182.4479,3.5938,81.5278,1607.9063,1864.2153,-258.0486,939.0486,-176.2917,0.0000,2675.6429,49.841,9383,0,0,4700,1036,0,82,0,78,1476,1604,-456,806,-536,0,0,50.165,16558,0,0,5050,2272,1235,382,8,110,1661,2000,64,1060,12,0,6660,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,252,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-08 00:00:00","2019-07-09 00:00:00",24,30155.2149,49.9914639,17104.4236,0.0000,0.0000,4857.9375,1043.0799,158.3472,199.2951,3.1493,84.5729,1817.0903,1934.5486,-400.4722,931.5000,-346.5625,66.4028,2701.9024,49.740,10069,0,0,4742,498,0,77,0,77,1552,1702,-456,0,-536,0,0,50.213,20883,0,0,4959,1677,1310,495,57,143,2231,2002,-188,1060,0,832,7070,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,246,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-09 00:00:00","2019-07-10 00:00:00",24,30245.9725,49.9871793,17086.8834,0.0000,0.0000,4874.3463,1097.4770,111.6113,225.7350,2.3180,83.6926,1989.9788,1928.5159,-349.5618,848.0707,-313.5548,924.5300,1735.9301,0.000,10353,0,0,4735,586,0,78,0,55,1436,1332,-456,-366,-536,666,0,50.200,20874,0,0,4998,1722,895,481,18,132,2196,2000,-44,1060,0,1000,4380,5728,283,283,283,283,283,283,283,283,283,283,283,283,283,283,283,229,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-10 00:00:00","2019-07-11 00:00:00",24,30781.7518,49.9987352,16570.3472,0.0000,0.0000,4814.9097,1533.6979,164.7396,287.9201,2.7917,83.7361,1483.3056,1907.8264,-154.1181,832.7986,-201.9583,874.9861,2580.7692,49.766,10319,0,0,4532,907,0,163,0,76,1412,1700,-456,-212,-536,26,0,50.174,20040,0,0,5001,2242,955,472,7,118,1583,2000,262,1060,158,1000,6350,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,234,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-11 00:00:00","2019-07-12 00:00:00",24,30553.4084,50.0056681,17329.0799,0.0000,153.0868,4914.7569,1653.9306,160.5243,328.7049,34.4896,84.3021,1551.9861,1589.8125,-177.0347,260.0417,-108.5208,250.6875,2527.5610,49.607,9513,0,0,4584,1067,0,105,0,76,1494,570,-456,-722,-536,0,0,50.183,21455,0,441,5052,2326,1450,637,249,138,1611,2002,362,904,210,872,6020,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,246,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-12 00:00:00","2019-07-13 00:00:00",24,29705.975,49.9987722,12463.9792,0.0000,259.7465,4918.0278,3356.0486,138.9271,308.4201,1.7188,85.7743,1802.0243,1861.8403,-92.5069,769.7361,89.6458,830.5417,2912.0513,49.792,8787,0,0,4607,2101,0,55,0,77,1598,1454,-260,-582,-272,356,0,50.203,14646,0,457,5077,4520,813,618,8,169,2075,1998,192,1060,504,1000,6680,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,234,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-13 00:00:00","2019-07-14 00:00:00",24,26723.0504,50.0000465,11153.8993,0.0000,60.5347,5014.3507,3148.2396,38.5938,310.5694,5.9826,106.8785,1642.2292,1794.7292,-207.6111,855.7986,-123.8333,761.5000,2161.1892,49.832,6980,0,0,4622,2303,0,88,3,99,1603,1402,-434,264,-486,670,0,50.201,13617,0,234,5245,4210,439,696,10,168,1683,1998,202,1002,28,888,4930,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,222,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-14 00:00:00","2019-07-15 00:00:00",24,25989.2844,50.0026139,11593.5903,0.0000,67.4965,5177.9097,1872.2118,40.6354,297.7326,5.0729,105.4028,1674.0417,1795.0764,-262.9722,879.7917,-152.4583,775.5486,2120.2045,49.806,7884,0,0,4958,1365,0,158,0,99,1635,1400,-456,420,-536,670,0,50.155,14828,0,232,5317,2591,507,501,54,138,1699,1998,354,1060,0,938,5290,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,264,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-15 00:00:00","2019-07-16 00:00:00",24,30070.0395,50.0006523,16150.0938,0.0000,21.3611,5374.4722,856.6701,107.5035,269.4826,2.2049,107.1944,1667.4861,1930.1250,-378.3750,900.5347,-334.6250,898.0000,2497.9111,49.822,9036,0,0,5132,271,0,124,0,99,1607,1700,-456,208,-536,474,0,50.185,20157,0,232,5495,1648,938,507,8,167,1711,2000,-78,1060,0,1000,6580,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,270,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-16 00:00:00","2019-07-17 00:00:00",24,30380.3749,49.9961436,15900.0069,0.0000,32.5347,5535.4965,681.6458,154.0938,300.0938,2.7361,106.7951,1925.4444,1904.5764,-424.8194,954.2222,-366.7292,927.7222,2746.5556,49.817,10318,0,0,5487,337,0,119,0,76,1666,1598,-456,702,-536,792,0,50.190,19110,0,325,5580,1436,1191,736,16,207,2106,1998,-220,1060,0,1000,7520,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,270,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-17 00:00:00","2019-07-18 00:00:00",24,30057.554,50.0045207,13820.9306,0.0000,0.0000,5577.5799,3792.6250,53.3021,210.9167,2.4965,106.6597,2000.9965,1043.3681,-30.6181,577.2847,71.2361,698.6458,2132.1304,49.781,8714,0,0,5546,1392,0,115,0,98,1859,352,-404,-298,-102,0,0,50.241,16681,0,0,5613,6298,762,434,7,194,2056,1904,272,1060,504,1000,6180,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,276,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-18 00:00:00","2019-07-19 00:00:00",24,29457.9669,49.9935851,13376.3681,0.0000,0.0000,5582.8194,3576.1007,58.2917,229.7986,4.4271,104.5556,1966.8854,904.0278,-109.9236,685.9097,71.7431,797.8681,2209.0952,49.798,8425,0,0,5558,2049,0,105,1,98,1893,602,-428,-312,-198,0,0,50.167,16162,0,0,5611,5127,529,472,32,168,2043,996,316,1060,476,1000,5910,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,252,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-19 00:00:00","2019-07-20 00:00:00",24,28655.1742,50.0104859,13662.7986,0.0000,23.3264,5564.8576,3982.2847,171.8542,223.9583,44.6563,105.5313,2093.0174,832.4653,-138.8403,428.9236,-7.2431,606.8403,1060.7436,49.797,4156,0,0,1109,1294,0,17,0,7,139,-730,-456,-604,-334,0,0,50.247,18244,0,255,5641,6525,933,446,505,155,2256,1998,322,1060,490,1000,2900,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,234,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-20 00:00:00","2019-07-21 00:00:00",24,25303.6731,50.0022606,6654.6979,0.0000,115.3125,5622.3715,5566.6979,59.0243,261.7674,39.3194,107.6181,1785.1944,1446.1389,-92.6458,553.3750,66.2847,715.8264,2402.6905,49.772,4109,0,0,5597,3828,0,109,0,98,1228,708,-456,-310,-264,668,0,50.198,9289,0,290,5640,8208,473,538,382,190,2137,1852,216,914,490,818,6130,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,252,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-21 00:00:00","2019-07-22 00:00:00",24,24821.4777,50.0066486,6437.9583,0.0000,147.0347,5624.1215,4943.0694,110.8924,250.0139,28.1146,106.3507,1887.3715,1201.7847,98.2361,577.4444,397.5000,597.6111,2413.9744,49.791,3894,0,0,5609,1924,0,134,0,98,1192,-100,-54,-606,0,0,0,50.323,8286,0,347,5639,8413,1009,568,103,161,2268,1604,102,804,504,830,5140,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,234,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-22 00:00:00","2019-07-23 00:00:00",24,28372.5185,49.9804759,8984.6563,0.0000,71.5243,5627.0382,8158.2465,150.6007,302.3438,25.5764,105.0139,1621.5417,-78.8333,-43.7778,401.3403,448.8264,196.2847,2402.1364,49.819,3470,0,0,5603,5709,0,148,0,97,1215,-1020,-350,-656,146,-680,0,50.201,13032,0,232,5652,9306,1041,604,990,179,1693,1492,198,952,504,710,6630,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,264,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-23 00:00:00","2019-07-24 00:00:00",24,30557.5503,50.0021014,14541.5278,0.0000,0.0000,5638.6389,4315.9132,247.7049,294.3785,36.0729,107.0451,1626.4514,-40.0208,147.8681,67.0417,188.4583,387.8958,2998.5745,49.792,6147,0,0,5618,1799,0,182,0,98,1524,-1490,-88,-916,0,-364,0,50.209,19864,0,0,5659,7645,1878,539,484,181,1664,1492,198,1000,504,938,8790,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,282,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-24 00:00:00","2019-07-25 00:00:00",24,30978.8437,49.9864955,16434.8368,0.0000,77.5972,5519.3056,4087.5313,306.0799,463.7118,106.8576,105.5833,1585.2431,-510.1875,-97.5556,173.6597,145.7569,-63.3889,2643.8125,49.689,7546,0,0,5191,1377,0,217,0,98,1401,-1954,-454,-738,-164,-918,0,50.230,20785,0,422,5647,7615,1874,817,268,148,1844,1310,168,982,504,848,8200,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-25 00:00:00","2019-07-26 00:00:00",24,31610.7756,50.0044870,16298.7847,0.0000,0.0000,5358.6840,4912.6771,223.2778,481.4757,53.2778,109.1111,1970.5139,-982.6458,164.0764,-77.9792,479.1250,-63.6667,2684.0638,49.790,11135,0,0,5141,1945,0,244,1,98,1532,-2026,52,-1008,336,-854,0,50.197,19049,0,0,5453,6306,1315,808,242,176,2241,112,194,374,504,586,7960,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,282,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-26 00:00:00","2019-07-27 00:00:00",24,30334.3611,50.0047319,16473.0521,0.0000,0.0000,5047.7639,3151.4896,239.2639,461.9097,2.8611,105.9826,2083.3993,686.9861,-42.4097,-63.5486,107.4097,503.9097,1576.2917,49.724,9535,0,0,4744,1396,0,209,0,98,1653,-1122,-456,-962,-264,0,0,50.202,20286,0,0,5456,4998,1157,787,6,181,2310,1996,194,952,504,1000,4430,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
"2019-07-27 00:00:00","2019-07-28 00:00:00",24,26587.9444,50.0113616,12378.2986,0.0000,0.0000,4901.3090,2915.5625,105.0556,353.5382,1.6910,103.6944,2139.1146,1765.0000,-388.1042,845.6528,-414.0833,781.7708,1099.4444,49.805,6081,0,0,4375,1327,0,194,0,98,1664,1366,-456,106,-536,242,0,50.175,15020,0,0,5000,4823,884,568,7,160,2294,1996,-86,1000,-22,932,3190,5760,288,288,288,288,288,288,288,288,288,288,288,288,288,288,288,270,"F","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B","B"
